Source,Target
LattesID_5797401782272458,LattesID_4151544991447365
LattesID_6313191085906660,LattesID_4151544991447365
LattesID_2015236920663780,LattesID_4151544991447365
LattesID_9005468404408483,LattesID_4151544991447365
LattesID_3378007957587287,LattesID_4151544991447365
LattesID_1055587071401730,LattesID_4151544991447365
LattesID_9089157724979684,LattesID_4151544991447365
LattesID_8464807605250072,LattesID_4151544991447365
LattesID_477181220059240,LattesID_4151544991447365
LattesID_5379641231583607,LattesID_4151544991447365
LattesID_6064599418725853,LattesID_4151544991447365
LattesID_6608813637424044,LattesID_4151544991447365
LattesID_7431306297362210,LattesID_4151544991447365
LattesID_4254166557545108,LattesID_4151544991447365
LattesID_3456015172126546,LattesID_4151544991447365
LattesID_2856400998391657,LattesID_4151544991447365
LattesID_4484316403528153,LattesID_4151544991447365
LattesID_7334740063688358,LattesID_4151544991447365
LattesID_2069513500966426,LattesID_4151544991447365
LattesID_6181568099882182,LattesID_4151544991447365
LattesID_3414330479552770,LattesID_4151544991447365
LattesID_3734724830416137,LattesID_4151544991447365
LattesID_2893869808081897,LattesID_4151544991447365
LattesID_1699886800878309,LattesID_4189604454431782
LattesID_617182957340201,LattesID_4189604454431782
LattesID_4691871384296129,LattesID_4109110009789771
LattesID_8631249493968,LattesID_4109110009789771
LattesID_8600200220209811,LattesID_4109110009789771
LattesID_2832963895459917,LattesID_4109110009789771
LattesID_271954709717690,LattesID_4109110009789771
LattesID_6299897649188800,LattesID_4145005783018143
LattesID_1417652795801343,LattesID_4145005783018143
LattesID_1059901089835947,LattesID_4145005783018143
LattesID_2737797595731570,LattesID_4145005783018143
LattesID_7985434623028904,LattesID_4145005783018143
LattesID_4031143216957732,LattesID_4145005783018143
LattesID_1954094031159484,LattesID_4145005783018143
LattesID_8768298341885222,LattesID_4145005783018143
LattesID_7013596984292379,LattesID_4145005783018143
LattesID_8675386046182950,LattesID_4145005783018143
LattesID_4221667393930735,LattesID_4145005783018143
LattesID_5486801310582665,LattesID_4145005783018143
LattesID_5078888763360199,LattesID_4145005783018143
LattesID_5518427217207104,LattesID_4145005783018143
LattesID_5041276033484137,LattesID_4185336840395722
LattesID_9057453045996548,LattesID_4185336840395722
LattesID_6290122489725670,LattesID_4185336840395722
LattesID_5766949579802117,LattesID_4185336840395722
LattesID_7907971206774213,LattesID_4185336840395722
LattesID_8995703939966846,LattesID_4185336840395722
LattesID_2433664503230777,LattesID_4185336840395722
LattesID_4964610103484057,LattesID_4185336840395722
LattesID_6214615505675610,LattesID_4185336840395722
LattesID_3042238825443529,LattesID_4185336840395722
LattesID_5318826698181057,LattesID_4185336840395722
LattesID_1526216816610726,LattesID_4185336840395722
LattesID_698153786073207,LattesID_4185336840395722
LattesID_3103689117593130,LattesID_4185336840395722
LattesID_3432689640499564,LattesID_4185336840395722
LattesID_6576119677258598,LattesID_4185336840395722
LattesID_4354376866682145,LattesID_4185336840395722
LattesID_194194849641536,LattesID_4185336840395722
LattesID_8833044218025789,LattesID_4185336840395722
LattesID_1700300145477225,LattesID_4185336840395722
LattesID_5814050067886277,LattesID_4185336840395722
LattesID_3636478005392312,LattesID_4185336840395722
LattesID_5764090046338171,LattesID_4185336840395722
LattesID_6811972695254986,LattesID_4185336840395722
LattesID_8119279090141326,LattesID_4120230814124499
LattesID_4035901603073337,LattesID_4120230814124499
LattesID_3221982681792493,LattesID_4120230814124499
LattesID_7159148948183615,LattesID_4120230814124499
LattesID_9957586213757260,LattesID_4120230814124499
LattesID_9961909524574148,LattesID_4120230814124499
LattesID_3742373937393249,LattesID_4185679659611455
LattesID_9407327032021776,LattesID_4185679659611455
LattesID_2653438112574162,LattesID_4185679659611455
LattesID_6603890462015925,LattesID_4185679659611455
LattesID_2829489107930112,LattesID_4185679659611455
LattesID_7069237164580280,LattesID_4185679659611455
LattesID_5451290365506605,LattesID_4147899091047166
LattesID_6346539939221695,LattesID_4147899091047166
LattesID_5602135257121578,LattesID_4147899091047166
LattesID_6155328746919136,LattesID_4147899091047166
LattesID_723821837356108,LattesID_4147899091047166
LattesID_6180179840351799,LattesID_4147899091047166
LattesID_5172811751711432,LattesID_4147899091047166
LattesID_9011008510414576,LattesID_4147899091047166
LattesID_2734052444641350,LattesID_4147899091047166
LattesID_5363808083340140,LattesID_4147899091047166
LattesID_5849191629586702,LattesID_4147899091047166
LattesID_7061594415811929,LattesID_4147899091047166
LattesID_356327976237053,LattesID_4147899091047166
LattesID_7264591365422309,LattesID_4147899091047166
LattesID_2249130853908671,LattesID_4147899091047166
LattesID_718157722114224,LattesID_4147899091047166
LattesID_1485029493232556,LattesID_4147899091047166
LattesID_9295652922803208,LattesID_4147899091047166
LattesID_2597194891631414,LattesID_4147899091047166
LattesID_5272869908054962,LattesID_4147899091047166
LattesID_7830353129730771,LattesID_4147899091047166
LattesID_1253206204793572,LattesID_4147899091047166
LattesID_1103802100228093,LattesID_4147899091047166
LattesID_6844859104398630,LattesID_4147899091047166
LattesID_3160202625688560,LattesID_4147899091047166
LattesID_99824083924145,LattesID_4147899091047166
LattesID_6925013468984470,LattesID_4147899091047166
LattesID_7601765959726419,LattesID_4147899091047166
LattesID_4782298395269590,LattesID_4147899091047166
LattesID_3258079981692258,LattesID_4147899091047166
LattesID_8314470181319714,LattesID_4118926626764248
LattesID_3888756933836469,LattesID_4118926626764248
LattesID_6024497466068781,LattesID_4118926626764248
LattesID_3303334364137276,LattesID_4118926626764248
LattesID_4206911976162886,LattesID_4118926626764248
LattesID_764874373528970,LattesID_4118926626764248
LattesID_5852576977483615,LattesID_4153462617460766
LattesID_3382052342707576,LattesID_4153462617460766
LattesID_4854071640373404,LattesID_4153462617460766
LattesID_8318537740930424,LattesID_4153462617460766
LattesID_3975985686901000,LattesID_4153462617460766
LattesID_1647324943307326,LattesID_4153462617460766
LattesID_7556463339775347,LattesID_4153462617460766
LattesID_680639421200869,LattesID_4153462617460766
LattesID_1121906075401072,LattesID_4153462617460766
LattesID_8298459386312242,LattesID_4153462617460766
LattesID_7834508970256093,LattesID_4153462617460766
LattesID_4019412335757385,LattesID_4153462617460766
LattesID_1629695268681434,LattesID_4153462617460766
LattesID_263044086656154,LattesID_4153462617460766
LattesID_1824154846906350,LattesID_4153462617460766
LattesID_1435842189316201,LattesID_4153462617460766
LattesID_5398116667360344,LattesID_4153462617460766
LattesID_8441964430303590,LattesID_4153462617460766
LattesID_7460179356358403,LattesID_4153462617460766
LattesID_4517090542719600,LattesID_4153462617460766
LattesID_601489911647284,LattesID_4153462617460766
LattesID_7927404830231691,LattesID_4153462617460766
LattesID_9532275402861292,LattesID_4171303834214441
LattesID_4914683773901570,LattesID_4171303834214441
LattesID_9424467479243762,LattesID_4171303834214441
LattesID_5036564341996991,LattesID_4140908385855725
LattesID_6711736622467754,LattesID_4140908385855725
LattesID_3465680874418435,LattesID_4140908385855725
LattesID_1939530661449967,LattesID_4140908385855725
LattesID_8741348818224482,LattesID_4140908385855725
LattesID_1351666144171457,LattesID_4140908385855725
LattesID_4432795912918439,LattesID_4140908385855725
LattesID_4525589305577155,LattesID_4140908385855725
LattesID_2260833776377397,LattesID_4186515742605446
LattesID_6814507811688078,LattesID_4186515742605446
LattesID_157293804008823,LattesID_4186515742605446
LattesID_5155470056291068,LattesID_4186515742605446
LattesID_5020082432703871,LattesID_4186515742605446
LattesID_7137155273401497,LattesID_4186515742605446
LattesID_3917371091958573,LattesID_4186515742605446
LattesID_3901702736962225,LattesID_4186515742605446
LattesID_4116737011662016,LattesID_4186515742605446
LattesID_2085589704124892,LattesID_4186515742605446
LattesID_1861213254009876,LattesID_4186515742605446
LattesID_7274079352015667,LattesID_4186515742605446
LattesID_2177239491139652,LattesID_4186515742605446
LattesID_9265142235801896,LattesID_4186515742605446
LattesID_3920009592061648,LattesID_4186515742605446
LattesID_226328210862673,LattesID_4186515742605446
LattesID_3912707714254640,LattesID_4186515742605446
LattesID_3847249121951837,LattesID_4186515742605446
LattesID_2869509906871886,LattesID_4186515742605446
LattesID_2458734433033140,LattesID_4186515742605446
LattesID_8774366470676706,LattesID_4186515742605446
LattesID_3311439131550698,LattesID_4186515742605446
LattesID_7559969132845272,LattesID_4186515742605446
LattesID_4716782100185604,LattesID_4155115530052195
LattesID_9894778178738852,LattesID_4155115530052195
LattesID_2966842034513863,LattesID_4102044100700526
LattesID_5872571647194208,LattesID_4102044100700526
LattesID_2885960458676806,LattesID_4102044100700526
LattesID_4820345368861585,LattesID_4102044100700526
LattesID_1115674574513907,LattesID_4102044100700526
LattesID_2095932788159804,LattesID_4102044100700526
LattesID_3891447479891769,LattesID_4102044100700526
LattesID_6910886400619406,LattesID_4102044100700526
LattesID_2652043100444306,LattesID_4102044100700526
LattesID_2992895439496724,LattesID_4102044100700526
LattesID_8671896199333382,LattesID_4102044100700526
LattesID_9066712560722986,LattesID_4102044100700526
LattesID_7488886661389418,LattesID_4102044100700526
LattesID_7843695359589198,LattesID_4102044100700526
LattesID_5250206412631124,LattesID_4102044100700526
LattesID_9613023129913068,LattesID_4102044100700526
LattesID_1844630986253850,LattesID_4102044100700526
LattesID_2186926510200940,LattesID_4102044100700526
LattesID_1207757858897815,LattesID_4102044100700526
LattesID_9164490299935136,LattesID_4102044100700526
LattesID_2485951756714882,LattesID_4102044100700526
LattesID_9459764471206440,LattesID_4102044100700526
LattesID_3303245635196291,LattesID_4102044100700526
LattesID_4236495905681750,LattesID_4102044100700526
LattesID_4681069270408517,LattesID_4102044100700526
LattesID_2081114307136152,LattesID_4102044100700526
LattesID_8163044189829246,LattesID_4102044100700526
LattesID_3728937435711273,LattesID_4102044100700526
LattesID_5148458861880080,LattesID_4102044100700526
LattesID_2235696732198336,LattesID_4102044100700526
LattesID_2624733762589480,LattesID_4102044100700526
LattesID_9792994865902592,LattesID_4102044100700526
LattesID_4013473403987254,LattesID_4102044100700526
LattesID_8962036732560069,LattesID_4102044100700526
LattesID_6380279792809473,LattesID_4102044100700526
LattesID_3875688254525783,LattesID_4102044100700526
LattesID_7513273791082090,LattesID_4102044100700526
LattesID_3316960831758688,LattesID_4102044100700526
LattesID_8812445612311664,LattesID_4102044100700526
LattesID_3393376601554142,LattesID_4102044100700526
LattesID_5441149618927465,LattesID_4197956697217784
LattesID_1119854148795755,LattesID_4197956697217784
LattesID_9210116497945194,LattesID_4197956697217784
LattesID_763011403263123,LattesID_4197956697217784
LattesID_1424159334713940,LattesID_4197956697217784
LattesID_1078506238435136,LattesID_4197956697217784
LattesID_30557088170237,LattesID_4197956697217784
LattesID_7598942297669005,LattesID_4197956697217784
LattesID_3125873189226535,LattesID_4162291555771478
LattesID_8658789181455578,LattesID_4127260763254001
LattesID_2608694044447480,LattesID_4127260763254001
LattesID_7702866698432666,LattesID_4126245980112687
LattesID_8786411170370722,LattesID_4126245980112687
LattesID_3257355261058855,LattesID_4126245980112687
LattesID_1042802390444616,LattesID_4126245980112687
LattesID_2153518565072318,LattesID_4126245980112687
LattesID_2413229482195408,LattesID_4126245980112687
LattesID_6315003942994414,LattesID_4126245980112687
LattesID_2060946751027536,LattesID_4126245980112687
LattesID_6725871336446527,LattesID_4126245980112687
LattesID_235029522811813,LattesID_4126245980112687
LattesID_1158155125122366,LattesID_4126245980112687
LattesID_5662278850972757,LattesID_4126245980112687
LattesID_1766558858445284,LattesID_4126245980112687
LattesID_1268945434870814,LattesID_4126245980112687
LattesID_8465752697322536,LattesID_4126245980112687
LattesID_5815776410163107,LattesID_4126245980112687
LattesID_9009192033753428,LattesID_4126245980112687
LattesID_5790261236742510,LattesID_4126245980112687
LattesID_1420630122459706,LattesID_4126245980112687
LattesID_635217940838482,LattesID_4119139685928325
LattesID_6900518116634499,LattesID_4119139685928325
LattesID_5632988444815474,LattesID_4119139685928325
LattesID_5005389208107163,LattesID_4119139685928325
LattesID_2799113089594788,LattesID_4119139685928325
LattesID_5457465763013695,LattesID_4119139685928325
LattesID_9059121800910296,LattesID_4119139685928325
LattesID_8356004652953709,LattesID_4119139685928325
LattesID_5533821809514998,LattesID_4119139685928325
LattesID_1919320488302240,LattesID_4119139685928325
LattesID_2781713934992939,LattesID_4119139685928325
LattesID_6121482528861501,LattesID_4119139685928325
LattesID_9595893954140412,LattesID_4119139685928325
LattesID_4500089773487569,LattesID_4119139685928325
LattesID_5480389482145919,LattesID_4119139685928325
LattesID_6717947518417645,LattesID_4119139685928325
LattesID_6015533612010968,LattesID_4119139685928325
LattesID_4907195645708113,LattesID_4119139685928325
LattesID_7332140126213437,LattesID_4119139685928325
LattesID_6168404090719586,LattesID_4187392366935703
LattesID_4572356147467993,LattesID_4187392366935703
LattesID_9126671005313344,LattesID_4187392366935703
LattesID_7652363925320902,LattesID_4187392366935703
LattesID_4487706424208963,LattesID_4187392366935703
LattesID_5350064124902777,LattesID_4187392366935703
LattesID_5224513071668770,LattesID_4187392366935703
LattesID_1011046519453879,LattesID_4178925217238481
LattesID_1174004052040237,LattesID_4178925217238481
LattesID_9223422372055052,LattesID_4178925217238481
LattesID_9271240123279192,LattesID_4178925217238481
LattesID_2007217945307843,LattesID_4178925217238481
LattesID_8175263028405274,LattesID_4178925217238481
LattesID_9208504152286212,LattesID_4178925217238481
LattesID_2372365455801229,LattesID_4178925217238481
LattesID_1314546473498533,LattesID_4178925217238481
LattesID_73147772615615,LattesID_4178925217238481
LattesID_7022681396065128,LattesID_4178925217238481
LattesID_5818483628763377,LattesID_4178925217238481
LattesID_2436396629113678,LattesID_4178925217238481
LattesID_558487589241284,LattesID_4178925217238481
LattesID_9376121301379528,LattesID_4180557886735944
LattesID_7207810989278434,LattesID_4180557886735944
LattesID_634264117886389,LattesID_4180557886735944
LattesID_7698631789497546,LattesID_4180557886735944
LattesID_5612666693869467,LattesID_4180557886735944
LattesID_2608236117101549,LattesID_4180557886735944
LattesID_4435809972853412,LattesID_4180557886735944
LattesID_6597382755100307,LattesID_4180557886735944
LattesID_1184572662025717,LattesID_4180557886735944
LattesID_6546237304659019,LattesID_4180557886735944
LattesID_7442058628041754,LattesID_4180557886735944
LattesID_9159385044726512,LattesID_4165274708509804
LattesID_5678396388726381,LattesID_4165274708509804
LattesID_4317702531903433,LattesID_4165274708509804
LattesID_4818205185350110,LattesID_4256896716670508
LattesID_2405848077040216,LattesID_4256896716670508
LattesID_1091458781270317,LattesID_4256896716670508
LattesID_5696111178689761,LattesID_4256896716670508
LattesID_7982998626485309,LattesID_4256896716670508
LattesID_1524492059436527,LattesID_4256896716670508
LattesID_617969406838645,LattesID_4256896716670508
LattesID_1207641888035562,LattesID_4256896716670508
LattesID_8332052284027398,LattesID_4256896716670508
LattesID_5623630229544582,LattesID_4256896716670508
LattesID_5691131174714118,LattesID_4256896716670508
LattesID_874979422170660,LattesID_4256896716670508
LattesID_9057357546076908,LattesID_4256896716670508
LattesID_5309145575396394,LattesID_4256896716670508
LattesID_828536766347342,LattesID_4256896716670508
LattesID_2815235144312575,LattesID_4256896716670508
LattesID_9948433052686512,LattesID_4256896716670508
LattesID_4447071197159593,LattesID_4256896716670508
LattesID_4891214748410027,LattesID_4256896716670508
LattesID_7163219372543313,LattesID_4256896716670508
LattesID_3340410757095246,LattesID_4256896716670508
LattesID_5152958769763414,LattesID_4256896716670508
LattesID_8360495528514064,LattesID_4256896716670508
LattesID_1938451193394436,LattesID_4256896716670508
LattesID_9862160835431920,LattesID_4221004979116020
LattesID_8781390666125678,LattesID_4221004979116020
LattesID_9494111697895156,LattesID_4221004979116020
LattesID_1644039135682893,LattesID_4221004979116020
LattesID_2889142529081160,LattesID_4221004979116020
LattesID_6722333676862830,LattesID_4221004979116020
LattesID_1390910640277137,LattesID_4294503456526919
LattesID_6753732840477137,LattesID_4294503456526919
LattesID_1398672648532107,LattesID_4294503456526919
LattesID_2107397532173216,LattesID_4294503456526919
LattesID_3429865555069924,LattesID_4294503456526919
LattesID_1030131419679513,LattesID_4294503456526919
LattesID_197000180460651,LattesID_4203867944943427
LattesID_1650123900470257,LattesID_4203867944943427
LattesID_6058724962398508,LattesID_4203867944943427
LattesID_8118881084073426,LattesID_4203867944943427
LattesID_5386852063628996,LattesID_4203867944943427
LattesID_3464056139308932,LattesID_4203867944943427
LattesID_7893383402874549,LattesID_4203867944943427
LattesID_9323584422948628,LattesID_4203867944943427
LattesID_6274455455361988,LattesID_4203867944943427
LattesID_4349522749390241,LattesID_4203867944943427
LattesID_3290563163568500,LattesID_4203867944943427
LattesID_6252977194379782,LattesID_4203867944943427
LattesID_8623843440543734,LattesID_4203867944943427
LattesID_6632470515464898,LattesID_4203867944943427
LattesID_9934860765461528,LattesID_4203867944943427
LattesID_4077424002787668,LattesID_4203867944943427
LattesID_4610405740229503,LattesID_4203867944943427
LattesID_930174011071495,LattesID_4203867944943427
LattesID_5812788963409642,LattesID_4203867944943427
LattesID_4338617332690809,LattesID_4203867944943427
LattesID_3542289030860958,LattesID_4203867944943427
LattesID_3160805988566324,LattesID_4203867944943427
LattesID_7780037587826066,LattesID_4203867944943427
LattesID_5985338505323254,LattesID_4203867944943427
LattesID_2163929263862946,LattesID_4203867944943427
LattesID_7827227095854440,LattesID_4203867944943427
LattesID_5916642485883241,LattesID_4218593188956443
LattesID_9528424163091324,LattesID_4218593188956443
LattesID_4607930763333785,LattesID_4218593188956443
LattesID_2292148520792494,LattesID_4218593188956443
LattesID_6206886259784007,LattesID_4218593188956443
LattesID_1206392878882581,LattesID_4218593188956443
LattesID_4223906381754433,LattesID_4218593188956443
LattesID_4218172335703377,LattesID_4218593188956443
LattesID_784600841075189,LattesID_4218593188956443
LattesID_2508106880167695,LattesID_4218593188956443
LattesID_7800667953230918,LattesID_4218593188956443
LattesID_8389073663858653,LattesID_4218593188956443
LattesID_4165678116669356,LattesID_4218593188956443
LattesID_5181672766607046,LattesID_4218593188956443
LattesID_1690094678178691,LattesID_4218593188956443
LattesID_36056533175055,LattesID_4218593188956443
LattesID_1837696400623623,LattesID_4218593188956443
LattesID_1376012727765947,LattesID_4218593188956443
LattesID_6390333507654929,LattesID_4218593188956443
LattesID_644134978936417,LattesID_4218593188956443
LattesID_3243755693129708,LattesID_4218593188956443
LattesID_5629961380009806,LattesID_4299825112349256
LattesID_4556375475161993,LattesID_4299825112349256
LattesID_4749315656529776,LattesID_4290808161139329
LattesID_5725686098430812,LattesID_4290808161139329
LattesID_5493524986125317,LattesID_4290808161139329
LattesID_7383710777903555,LattesID_4290808161139329
LattesID_4229043435720533,LattesID_4290808161139329
LattesID_3365596732918478,LattesID_4290808161139329
LattesID_7461499200557272,LattesID_4290808161139329
LattesID_9565528518612324,LattesID_4290808161139329
LattesID_5411459476006158,LattesID_4290808161139329
LattesID_5442839724257080,LattesID_4290808161139329
LattesID_8597161187456381,LattesID_4290808161139329
LattesID_4196623068880273,LattesID_4290808161139329
LattesID_5130924482564483,LattesID_4290808161139329
LattesID_9017559403845594,LattesID_4290808161139329
LattesID_6263135313146783,LattesID_4290808161139329
LattesID_6347886149060286,LattesID_4290808161139329
LattesID_7615155698864178,LattesID_4290808161139329
LattesID_5224872748266085,LattesID_4290808161139329
LattesID_773343502455459,LattesID_4290808161139329
LattesID_1568082181652267,LattesID_4290808161139329
LattesID_6511478174454999,LattesID_4290808161139329
LattesID_7650454645150269,LattesID_4290808161139329
LattesID_2470757374694050,LattesID_4290808161139329
LattesID_8760462666856314,LattesID_4290808161139329
LattesID_9693477703620588,LattesID_4290808161139329
LattesID_8872524894557274,LattesID_4290808161139329
LattesID_9575636487853826,LattesID_4290808161139329
LattesID_8319040505115818,LattesID_4290808161139329
LattesID_3054361634232598,LattesID_4240978611644316
LattesID_44500168647665,LattesID_4240978611644316
LattesID_3980401918689093,LattesID_4240978611644316
LattesID_7465592770600531,LattesID_4240978611644316
LattesID_4221753209612749,LattesID_4240978611644316
LattesID_9580014842550290,LattesID_4240978611644316
LattesID_635511180870524,LattesID_4240978611644316
LattesID_4981740705074145,LattesID_4229499238410216
LattesID_7478644810461246,LattesID_4234623363518888
LattesID_1460799743084976,LattesID_4234623363518888
LattesID_8294278718542621,LattesID_4234623363518888
LattesID_2307423419246724,LattesID_4234623363518888
LattesID_7086886094164601,LattesID_4234623363518888
LattesID_5857495622921386,LattesID_4234623363518888
LattesID_6293022488155409,LattesID_4212703554284544
LattesID_3390309188958624,LattesID_4212703554284544
LattesID_5713377915953397,LattesID_4212703554284544
LattesID_5649914970078519,LattesID_4212703554284544
LattesID_3740327062622041,LattesID_4212703554284544
LattesID_5771511854912563,LattesID_4212703554284544
LattesID_6977767063636144,LattesID_4212703554284544
LattesID_2726460296098191,LattesID_4212703554284544
LattesID_2434970483997012,LattesID_4212703554284544
LattesID_7090048899340182,LattesID_4212703554284544
LattesID_4820102687783673,LattesID_4244205836006671
LattesID_4602655111719657,LattesID_4244205836006671
LattesID_5461487552981919,LattesID_4244205836006671
LattesID_8125835543610973,LattesID_4244205836006671
LattesID_8789846846079888,LattesID_4244205836006671
LattesID_4873453176782311,LattesID_4244205836006671
LattesID_6628587731270497,LattesID_4244205836006671
LattesID_7300520149420928,LattesID_4244205836006671
LattesID_9852917125033808,LattesID_4244205836006671
LattesID_787684864109820,LattesID_4244205836006671
LattesID_8073499532259970,LattesID_4244205836006671
LattesID_6160004433931781,LattesID_4244205836006671
LattesID_539609596901233,LattesID_4244205836006671
LattesID_61105125478244,LattesID_4244205836006671
LattesID_9949597535711968,LattesID_4244205836006671
LattesID_9430034926652074,LattesID_4244205836006671
LattesID_5015253126338992,LattesID_4244205836006671
LattesID_4511820754523704,LattesID_4244205836006671
LattesID_1595438957100373,LattesID_4244205836006671
LattesID_6461351211152514,LattesID_4244205836006671
LattesID_166391808090641,LattesID_4244205836006671
LattesID_8512285658239218,LattesID_4244205836006671
LattesID_2791729420041361,LattesID_4244205836006671
LattesID_3011021663764259,LattesID_4244205836006671
LattesID_1905506426998134,LattesID_4244205836006671
LattesID_9401184779364512,LattesID_4244205836006671
LattesID_7865011071615794,LattesID_4244205836006671
LattesID_9519023896204128,LattesID_4244205836006671
LattesID_9811899673151544,LattesID_4244205836006671
LattesID_6036731860573164,LattesID_4244205836006671
LattesID_4104560501631149,LattesID_4244205836006671
LattesID_7541399131195077,LattesID_4244205836006671
LattesID_785675710934101,LattesID_4244205836006671
LattesID_196218903676581,LattesID_4244205836006671
LattesID_4722256261925344,LattesID_4244205836006671
LattesID_1037105033452114,LattesID_4244205836006671
LattesID_3439095738842847,LattesID_4244205836006671
LattesID_2859602204820976,LattesID_4244205836006671
LattesID_3147098935379439,LattesID_4244205836006671
LattesID_4184013516110438,LattesID_4244205836006671
LattesID_4367773030316525,LattesID_4244205836006671
LattesID_1501432966944448,LattesID_4244205836006671
LattesID_8648263828719374,LattesID_4244205836006671
LattesID_7080243319528079,LattesID_4244205836006671
LattesID_9599726799047516,LattesID_4244205836006671
LattesID_5241274511900290,LattesID_4244205836006671
LattesID_3797888840766030,LattesID_4244205836006671
LattesID_6457056051910603,LattesID_4244205836006671
LattesID_2002271518212632,LattesID_4244205836006671
LattesID_2659333856095956,LattesID_4244205836006671
LattesID_7275659448602867,LattesID_4244205836006671
LattesID_280789652936700,LattesID_4244205836006671
LattesID_1324167976289021,LattesID_4244205836006671
LattesID_2742700689894701,LattesID_4244205836006671
LattesID_7841299546809118,LattesID_4244205836006671
LattesID_3433453361612569,LattesID_4244205836006671
LattesID_2165260085612998,LattesID_4244205836006671
LattesID_6530846960146734,LattesID_4244205836006671
LattesID_4868911296156309,LattesID_4223020694433271
LattesID_9860692793246856,LattesID_4223020694433271
LattesID_3054990742969890,LattesID_4223020694433271
LattesID_7268770155823328,LattesID_4223020694433271
LattesID_7048368166246250,LattesID_4223020694433271
LattesID_2531237708249588,LattesID_4223020694433271
LattesID_2030738304003254,LattesID_4223020694433271
LattesID_2897008856605907,LattesID_4223020694433271
LattesID_4133256522230943,LattesID_4223020694433271
LattesID_9260329080245174,LattesID_4223020694433271
LattesID_8567545066790733,LattesID_4223020694433271
LattesID_4785397642199028,LattesID_4223020694433271
LattesID_6035381037948847,LattesID_4223020694433271
LattesID_429037888719725,LattesID_4223020694433271
LattesID_9306851808731924,LattesID_4223020694433271
LattesID_4133582758868200,LattesID_4223020694433271
LattesID_8530154038678494,LattesID_4223020694433271
LattesID_4110109220389767,LattesID_4223020694433271
LattesID_5372184836408953,LattesID_4223020694433271
LattesID_6414015407294557,LattesID_4223020694433271
LattesID_4526603896196508,LattesID_4223020694433271
LattesID_8991266650948010,LattesID_4215225925783359
LattesID_8312053654209952,LattesID_4215225925783359
LattesID_2273310120685000,LattesID_4215225925783359
LattesID_9143506237374862,LattesID_4215225925783359
LattesID_2521992014851025,LattesID_4259117230427780
LattesID_6792260415707864,LattesID_4259117230427780
LattesID_262161348589768,LattesID_4259117230427780
LattesID_3183548640925497,LattesID_4259117230427780
LattesID_7329376012908781,LattesID_4259117230427780
LattesID_4005345315842321,LattesID_4259117230427780
LattesID_1633769221385882,LattesID_4218954956709188
LattesID_4823434547566605,LattesID_4218954956709188
LattesID_2379698579270699,LattesID_4218954956709188
LattesID_9504926419378384,LattesID_4218954956709188
LattesID_9906110976674766,LattesID_4218954956709188
LattesID_4253156986394102,LattesID_4218954956709188
LattesID_6615194917409440,LattesID_4218954956709188
LattesID_8356942163055850,LattesID_4218954956709188
LattesID_4265203127207649,LattesID_4218954956709188
LattesID_1686550531910862,LattesID_4218954956709188
LattesID_8303627052776419,LattesID_4218954956709188
LattesID_7323204010038726,LattesID_4218954956709188
LattesID_5892357969061565,LattesID_4218954956709188
LattesID_9070509566318020,LattesID_4218954956709188
LattesID_5031500636526578,LattesID_4218954956709188
LattesID_8435050057210819,LattesID_4218954956709188
LattesID_3323231841713999,LattesID_4218954956709188
LattesID_128577318747507,LattesID_4262643886087466
LattesID_8185298195380779,LattesID_4262643886087466
LattesID_3794998989363403,LattesID_4262643886087466
LattesID_248019448232063,LattesID_4262643886087466
LattesID_6332700248901036,LattesID_4262643886087466
LattesID_704638211108575,LattesID_4262643886087466
LattesID_2023639330712068,LattesID_4262643886087466
LattesID_7742479477053990,LattesID_4262643886087466
LattesID_2968013154381238,LattesID_4262643886087466
LattesID_4141892581295852,LattesID_4262643886087466
LattesID_6675195834960566,LattesID_4262643886087466
LattesID_4259601184665591,LattesID_4262643886087466
LattesID_5502918151957822,LattesID_4262643886087466
LattesID_945097643492846,LattesID_4262643886087466
LattesID_3207649034506250,LattesID_4262643886087466
LattesID_5364105298481736,LattesID_4262643886087466
LattesID_3006331855115966,LattesID_4262643886087466
LattesID_4216624815284096,LattesID_4262643886087466
LattesID_6261617408367270,LattesID_4294698135718928
LattesID_6729497033278016,LattesID_4294698135718928
LattesID_2795073623784966,LattesID_4294698135718928
LattesID_8491047090156709,LattesID_4294698135718928
LattesID_3949599304224591,LattesID_4294698135718928
LattesID_7375817796470227,LattesID_4294698135718928
LattesID_7303819668717166,LattesID_4294698135718928
LattesID_9477720354151448,LattesID_4294698135718928
LattesID_7438138896403693,LattesID_4294698135718928
LattesID_370382223316929,LattesID_4294698135718928
LattesID_9772331362398942,LattesID_4294698135718928
LattesID_3931712550468521,LattesID_4294698135718928
LattesID_995990393678155,LattesID_4294698135718928
LattesID_5578327611857450,LattesID_4260111082051182
LattesID_7051229222217796,LattesID_4260111082051182
LattesID_3309838473036498,LattesID_4260111082051182
LattesID_9276439049940900,LattesID_4260111082051182
LattesID_9807144847898036,LattesID_4260111082051182
LattesID_5913855602825540,LattesID_4260111082051182
LattesID_1613259984747448,LattesID_4260111082051182
LattesID_267862821667281,LattesID_4260111082051182
LattesID_852607818628126,LattesID_4260111082051182
LattesID_645916578462539,LattesID_4260111082051182
LattesID_2439427579023421,LattesID_4260111082051182
LattesID_4914616452703387,LattesID_4260111082051182
LattesID_648307320706020,LattesID_4260111082051182
